"profil";"secteur_activite";"date";"region";"temperature_2m_mean";"relative_humidity_mean";"precipitation_sum";"total_energie_soutiree_wh";"is_vacances";"nom_vacances"
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-04;Auvergne-Rhône-Alpes;7.320833;81.16372;0.0;914724.0;1;Vacances de Noël
ENT1 (+ ENT2);S3: Tertiaire;2025-04-05;Hauts-de-France;13.310417;66.72751;0.0;11553762911;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-07-15;Provence-Alpes-Côte d'Azur;26.233332;58.589184;0.0;389149119;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-13;Bretagne;12.329166;77.00281;0.8;9934242500;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2024-10-17;Normandie;15.558333;88.74555;4.3;1918677533;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-07-05;Hauts-de-France;16.31875;75.79105;1.6;614507993;0;
ENT1 (+ ENT2);S2: Industrie;2025-10-09;Centre-Val de Loire;13.35625;79.124695;0.2;1447707535;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-10-12;Normandie;17.25625;85.64228;2.2;12322068;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-09-08;Nouvelle Aquitaine;;;;24627247143;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-04-17;Centre-Val de Loire;9.689584;82.79479;2.7;416562181;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-07-21;Occitanie;21.541666;59.58829;0.3;3661897.0;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-03-31;Bourgogne-Franche-Comté;8.306251;70.699776;0.0;7353864507;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-07-13;Normandie;14.841667;82.29252;1.3;6846990615;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-10-09;Hauts-de-France;13.820834;89.915794;13.5;2546592962;0;
ENT1 (+ ENT2);S2: Industrie;2025-07-12;Hauts-de-France;20.260416;68.0352;0.0;1445170739;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2025-01-04;Hauts-de-France;0.28333333;87.896614;0.1;6756711.0;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-01-20;Auvergne-Rhône-Alpes;0.1291667;85.89309;0.0;51742159689;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-18;Pays de la Loire;22.135416;74.901115;7.1000004;1170133394;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-01-21;Bretagne;7.5791664;91.23354;3.4;8896527263;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-10;Occitanie;23.81875;73.57481;0.0;19363659864;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-04;Centre-Val de Loire;15.943749;69.69497;0.0;0.0;0;
ENT1 (+ ENT2);S1: Agriculture;2025-07-21;Bourgogne-Franche-Comté;18.7875;74.29647;3.6;374629753;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2025-10-07;Bretagne;13.395833;81.93767;0.0;2405495884;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-10-19;Normandie;12.466667;92.59985;10.8;7624484904;1;Vacances de la Toussaint
ENT1 (+ ENT2);S4: Non Affecté;2024-07-10;Hauts-de-France;18.65625;77.97791;1.0;40330937;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2023-10-01;Nouvelle Aquitaine;;;;11912447600;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-10-16;Nouvelle Aquitaine;;;;31727044;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-14;Île-de-France;23.0;63.30542;6.0;165300353;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-07;Pays de la Loire;13.727084;56.50198;0.0;0.0;1;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2024-10-23;Nouvelle Aquitaine;;;;1211932175;0;
ENT1 (+ ENT2);S1: Agriculture;2024-04-12;Centre-Val de Loire;14.714583;83.03124;0.0;293596496;0;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2024-06-30;Centre-Val de Loire;18.28125;73.36411;3.7;4202465375;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-05;Île-de-France;9.79375;87.437325;13.0;82115748;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-07-10;Île-de-France;20.858334;68.36612;0.2;9949287.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-10;Bretagne;17.102083;71.431404;0.0;817981078;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-10;Provence-Alpes-Côte d'Azur;9.075;63.119045;0.1;326959287;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-08;Hauts-de-France;16.797916;72.51628;0.0;737112350;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-10-07;Grand-Est;;;;8090028472;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-08;Grand-Est;;;;31433345763;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-07-07;Bourgogne-Franche-Comté;15.552083;70.81111;0.0;7386120374;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-07-22;Hauts-de-France;18.96875;74.35432;0.0;666525823;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-11;Hauts-de-France;17.80625;78.36292;0.0;857089637;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-01-21;Auvergne-Rhône-Alpes;2.24375;83.5669;0.0;54631620354;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-01-24;Normandie;7.8583336;91.813995;20.2;26212887979;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-01-23;Centre-Val de Loire;8.514584;93.083305;0.3;16326434333;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-14;Pays de la Loire;11.966667;76.44183;0.5;15256428307;1;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2025-10-08;Centre-Val de Loire;13.20625;88.08674;0.0;6145741154;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-07-17;Auvergne-Rhône-Alpes;23.445833;55.326725;0.3;2269548.0;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2023-10-12;Île-de-France;18.789583;73.61056;2.4;101239026;0;
ENT1 (+ ENT2);S2: Industrie;2025-01-19;Nouvelle Aquitaine;;;;2741176296;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-07-21;Occitanie;21.541666;59.58829;0.3;27208466170;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-01-07;Provence-Alpes-Côte d'Azur;6.152083;66.260414;0.0;101544414;1;Vacances de Noël
ENT1 (+ ENT2);S1: Agriculture;2023-10-07;Grand-Est;;;;668386504;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-10-14;Bretagne;14.35625;79.916084;0.0;24510401739;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-07-13;Provence-Alpes-Côte d'Azur;26.710417;48.46155;0.0;422063854;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2024-07-09;Bretagne;17.977083;87.109856;11.6;2388876916;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-23;Auvergne-Rhône-Alpes;13.945834;79.39507;23.7;48889176788;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-01-22;Bourgogne-Franche-Comté;5.0895834;84.734825;12.1;11715679570;0;
ENT1 (+ ENT2);S2: Industrie;2025-10-16;Bourgogne-Franche-Comté;9.90625;82.88712;0.0;2205155482;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-10-21;Nouvelle Aquitaine;;;;14625800693;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-04-22;Grand-Est;;;;181632802;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-07-15;Centre-Val de Loire;20.620832;56.131077;0.0;5944031645;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-03;Bretagne;10.347917;81.11787;1.3;474304.0;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-01-19;Hauts-de-France;-0.5125;93.6181;0.0;20029197418;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-12;Centre-Val de Loire;19.052084;70.55886;0.0;15789432652;0;
ENT1 (+ ENT2);S1: Agriculture;2025-04-08;Grand-Est;;;;541944593;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-09-30;Nouvelle Aquitaine;;;;811813960;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-06-30;Hauts-de-France;17.216667;77.53796;3.7;3087311.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-16;Hauts-de-France;10.76875;62.76085;0.0;39570355745;1;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2024-07-14;Bourgogne-Franche-Comté;17.235416;71.31872;0.0;330018734;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-10-18;Occitanie;20.797916;76.17873;1.5;3270480573;0;
ENT1 (+ ENT2);S1: Agriculture;2025-07-12;Normandie;22.870834;56.327374;0.0;553029307;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-01-09;Hauts-de-France;-3.4895833;56.883022;0.0;43207821;0;
ENT1 (+ ENT2);S1: Agriculture;2024-10-29;Bretagne;12.964583;92.41544;0.0;2569947235;1;Vacances de la Toussaint
ENT1 (+ ENT2);S4: Non Affecté;2024-01-19;Grand-Est;;;;30533452;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-01-03;Provence-Alpes-Côte d'Azur;7.69375;76.37024;0.5;8561605217;1;Vacances de Noël
ENT1 (+ ENT2);S4: Non Affecté;2024-07-20;Pays de la Loire;20.143751;81.97845;3.4;29129788;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-12;Grand-Est;;;;190482090;0;
ENT1 (+ ENT2);S2: Industrie;2024-10-02;Bretagne;13.345833;84.674934;1.2;2235070221;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-10-06;Normandie;12.997917;83.67602;2.2;6369339674;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-10-05;Occitanie;13.991666;70.71379;0.3;376451872;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-01-10;Bretagne;2.8812501;94.58877;12.4;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-10-13;Île-de-France;11.629167;78.70344;0.0;14415642241;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-10-21;Occitanie;18.577084;70.773415;0.0;16506068669;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-04;Nouvelle Aquitaine;;;;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-03-31;Bourgogne-Franche-Comté;8.306251;70.699776;0.0;10345155231;0;
ENT1 (+ ENT2);S1: Agriculture;2023-10-13;Provence-Alpes-Côte d'Azur;19.9125;82.0373;0.0;441049282;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-07-20;Bretagne;19.672916;83.25912;2.6;22769624;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-01-23;Pays de la Loire;11.070834;92.21508;1.3;26431956;0;
ENT1 (+ ENT2);S2: Industrie;2024-10-23;Auvergne-Rhône-Alpes;13.722917;80.59085;0.0;6630368839;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-01-17;Auvergne-Rhône-Alpes;8.585417;90.41724;12.0;53494847024;0;
ENT1 (+ ENT2);S1: Agriculture;2024-01-10;Occitanie;0.4104167;88.05924;0.90000004;637829785;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-10-15;Bourgogne-Franche-Comté;10.502084;82.26479;0.0;140243246;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-10-17;Auvergne-Rhône-Alpes;18.054167;86.161804;24.4;49864216901;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-15;Auvergne-Rhône-Alpes;10.802083;85.98541;0.0;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-04-01;Normandie;8.54375;81.55491;3.8;10819553212;0;
ENT1 (+ ENT2);S2: Industrie;2025-07-06;Bretagne;18.783335;77.03235;8.1;1092566704;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-01-19;Île-de-France;-0.28958333;95.58604;0.0;18478148472;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-01-03;Bretagne;2.2083333;85.39053;0.0;2706567.0;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-07;Bourgogne-Franche-Comté;15.552083;70.81111;0.0;11148882297;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-14;Occitanie;17.833334;71.00041;0.0;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-02;Occitanie;14.791667;83.163506;4.5;729624298;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-23;Pays de la Loire;13.068749;82.256256;13.0;0.0;0;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2023-10-22;Nouvelle Aquitaine;;;;11097985701;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-15;Pays de la Loire;11.529167;76.43639;1.2;27763802915;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-08-01;Nouvelle Aquitaine;;;;3244209756;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-01-24;Pays de la Loire;11.154167;85.03602;22.0;0.0;0;
ENT1 (+ ENT2);S2: Industrie;2024-10-30;Nouvelle Aquitaine;;;;3387413559;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-07-09;Bretagne;18.779167;76.82838;1.3000001;6392517594;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-10-19;Auvergne-Rhône-Alpes;17.372917;85.99532;32.2;33082526506;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-01-23;Bretagne;6.24375;91.299934;0.3;16019915244;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-13;Normandie;12.931251;77.58094;4.6;0.0;1;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2024-07-13;Île-de-France;16.302084;78.32906;3.4;108772744;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2023-10-08;Normandie;16.829166;76.53767;0.0;768571948;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-04-24;Hauts-de-France;10.079166;87.92631;0.6;5691130.0;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-04-04;Bourgogne-Franche-Comté;12.395833;77.17841;3.8000002;22923677138;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-09;Auvergne-Rhône-Alpes;18.241667;67.09776;0.0;49861815645;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-01-14;Bourgogne-Franche-Comté;-2.8125;92.66712;0.2;174049672;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-13;Nouvelle Aquitaine;;;;13368697059;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-07-11;Bretagne;25.170832;47.06444;0.0;2033567.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-07-21;Bourgogne-Franche-Comté;18.7875;74.29647;3.6;418642.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-20;Centre-Val de Loire;10.652083;81.16985;4.0;8286560651;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2024-01-03;Bretagne;10.347917;81.11787;1.3;2330845816;1;Vacances de Noël
ENT1 (+ ENT2);S4: Non Affecté;2023-10-03;Bretagne;17.152082;74.2243;0.3;12341285;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-12;Auvergne-Rhône-Alpes;18.125;80.100914;0.0;551992444;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-06-30;Normandie;25.127083;68.44981;0.0;8501688001;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-10-05;Île-de-France;12.537499;72.83961;0.0;88864919;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-10-14;Normandie;12.195834;77.27003;1.6;10925818;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-04-05;Normandie;14.764584;80.09398;3.5;1683984.0;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-07-16;Grand-Est;;;;15528287;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-23;Nouvelle Aquitaine;;;;0.0;0;
ENT1 (+ ENT2);S2: Industrie;2024-04-02;Bourgogne-Franche-Comté;8.76875;71.91346;0.2;2208009878;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-01-04;Normandie;-0.67083335;83.74102;7.7;12065970247;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-12-31;Occitanie;2.8041668;95.69984;0.0;22231767832;1;Vacances de Noël
ENT1 (+ ENT2);S2: Industrie;2023-10-09;Île-de-France;16.658333;68.49124;0.0;5097147956;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-07-04;Pays de la Loire;22.293749;39.65206;0.0;10888615120;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-10-10;Auvergne-Rhône-Alpes;13.131249;81.19776;0.0;22422088147;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-10-09;Bretagne;16.641666;70.31401;0.0;547134.0;0;
ENT1 (+ ENT2);S1: Agriculture;2024-10-01;Bretagne;13.372916;81.72831;0.1;2376334547;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-06-14;Grand-Est;;;;14873468758;0;
ENT1 (+ ENT2);S1: Agriculture;2025-01-15;Auvergne-Rhône-Alpes;-1.1145834;81.301384;0.0;674812925;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-01-14;Bourgogne-Franche-Comté;-1.3395834;62.91798;0.0;10998964841;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-03;Grand-Est;;;;41161387;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-06-30;Bourgogne-Franche-Comté;26.664583;57.348225;6.2999997;206746838;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-09-15;Grand-Est;;;;188120472;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-15;Nouvelle Aquitaine;;;;24616478644;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-07-14;Pays de la Loire;21.0;69.248764;0.3;15965725549;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-09-30;Auvergne-Rhône-Alpes;17.841667;71.37066;0.0;239326392;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-07-16;Île-de-France;20.229166;68.752884;4.4;36759916;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2023-07-13;Centre-Val de Loire;19.322916;57.773167;0.0;3068922828;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-01-06;Bretagne;5.1375003;89.00638;0.1;9720753117;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-07-16;Normandie;17.627083;91.33141;19.300001;13208887053;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-01-10;Pays de la Loire;5.7041664;91.50967;14.599999;14651329073;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-04-14;Pays de la Loire;13.804166;82.29926;0.0;180398.0;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-04;Occitanie;19.127083;69.532745;0.0;18164900298;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-07-15;Auvergne-Rhône-Alpes;25.975;56.142582;3.9;20794448203;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-21;Île-de-France;4.070833;76.45965;0.1;3591315.0;0;
ENT1 (+ ENT2);S1: Agriculture;2023-07-17;Centre-Val de Loire;18.908333;60.863888;0.0;2957346548;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2025-10-12;Bretagne;14.23125;82.38786;0.0;1139572.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-01-15;Provence-Alpes-Côte d'Azur;8.131249;63.93549;0.0;10745624371;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-01-13;Normandie;-0.89375;89.27085;0.0;12303013394;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-01-20;Normandie;-2.8479166;86.96087;0.0;19277650;0;
ENT1 (+ ENT2);S1: Agriculture;2024-06-12;Occitanie;16.652082;62.694355;0.0;839292552;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-04-15;Occitanie;11.6875;87.00495;10.5;6057481.0;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-01-15;Bourgogne-Franche-Comté;-1.4020834;85.11625;0.0;223524212;0;
ENT1 (+ ENT2);S1: Agriculture;2025-03-24;Nouvelle Aquitaine;;;;858070452;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-04-22;Bourgogne-Franche-Comté;4.5437503;65.07546;0.4;10233566491;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-10-25;Auvergne-Rhône-Alpes;16.679167;82.09525;0.0;31673557786;1;Vacances de la Toussaint
ENT1 (+ ENT2);S4: Non Affecté;2024-07-22;Centre-Val de Loire;18.677084;72.75739;0.0;5752401.0;1;Vacances d'été
ENT1 (+ ENT2);S4: Non Affecté;2024-01-05;Nouvelle Aquitaine;;;;36011369;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-01-17;Île-de-France;0.90625;93.233;0.0;64400765526;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-04-01;Nouvelle Aquitaine;;;;18946053706;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-10-30;Hauts-de-France;11.839583;93.013695;0.0;13808756831;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-05;Bretagne;16.247917;69.428505;0.0;12667591528;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-12-31;Nouvelle Aquitaine;;;;385164.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-23;Normandie;5.195833;93.332275;4.0;201343905;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-15;Île-de-France;15.1875;90.8125;0.2;102779888;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-06;Bretagne;18.783335;77.03235;8.1;637667629;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-01-18;Bourgogne-Franche-Comté;3.8500001;88.163994;5.9;23318819505;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-07-06;Grand-Est;;;;15130685747;0;
ENT1 (+ ENT2);S1: Agriculture;2025-01-16;Nouvelle Aquitaine;;;;1213534474;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-14;Provence-Alpes-Côte d'Azur;23.725;69.804405;0.0;480872300;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2025-04-17;Grand-Est;;;;2503005292;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-14;Centre-Val de Loire;17.833334;71.13932;0.0;8406568396;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-10-06;Normandie;13.277083;80.629036;0.0;1675780235;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-07-14;Hauts-de-France;16.466667;73.76963;0.2;26111521;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2023-10-02;Occitanie;22.30625;59.061275;0.0;889555986;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-07-09;Île-de-France;20.264584;73.080826;1.7;37841832471;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-01-08;Auvergne-Rhône-Alpes;9.474999;79.883316;1.8000001;1816707.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-07-23;Hauts-de-France;18.13125;77.63749;11.1;531652646;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-04-22;Centre-Val de Loire;6.2166667;67.67205;0.8;10425869521;1;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2024-04-19;Auvergne-Rhône-Alpes;7.8312497;70.16212;0.4;492431299;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-12;Nouvelle Aquitaine;;;;1066666828;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-20;Provence-Alpes-Côte d'Azur;19.68125;73.00312;7.3;11178380920;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-07-16;Bretagne;20.504168;75.257385;1.3000001;8804011701;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-10-09;Centre-Val de Loire;15.224999;89.41565;36.0;6273545127;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-01-02;Normandie;11.302083;89.22762;16.0;9832476695;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-10;Occitanie;16.335417;61.655613;0.0;17501502467;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-16;Provence-Alpes-Côte d'Azur;13.23125;89.59034;8.8;24704634379;0;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2024-03-11;Normandie;6.24375;90.74531;1.2;635258891;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-18;Normandie;-0.34375;81.987816;3.6000001;4656820.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-20;Hauts-de-France;19.5375;79.272575;10.5;606349393;1;Vacances d'été
